entity_key,name,cat,county,district,address,tel,sources
x:高雄市:新民國小時段,新民國小(時段),療育-教育單位,高雄市,左營區,高雄市左營區自由三路478號,07-3411888,sfaa
x:高雄市:新興國小日間,新興國小(日間),療育-教育單位,高雄市,新興區,高雄市新興區民生ㄧ路321號,07-2412119,sfaa
x:高雄市:旗山國小時段,旗山國小(時段),療育-教育單位,高雄市,旗山區,高雄市旗山區華中街44號,07-6612052,sfaa
x:高雄市:明正國小日間時段,明正國小(日間、時段),療育-教育單位,高雄市,前鎮,高雄市前鎮區明道路2號,07-8110965,sfaa
x:高雄市:東光國小時段,東光國小(時段),療育-教育單位,高雄市,三民區,高雄市三民區黃興路206號,07-3839350,sfaa
x:高雄市:桂林國小日間時段,桂林國小(日間、時段),療育-教育單位,高雄市,小港區,高雄市小港區桂陽路390號,07-7910766,sfaa
x:高雄市:桃源國小時段,桃源國小(時段),療育-教育單位,高雄市,桃源區,高雄市桃源區勤和里南橫公路三段201號,07-6861045,sfaa
x:高雄市:楠梓特殊學校時段,楠梓特殊學校(時段),療育-教育單位,高雄市,楠梓區,高雄市楠梓區德民路211號,07-3642007,sfaa
x:高雄市:楠陽國小日間時段,楠陽國小(日間、時段),療育-教育單位,高雄市,楠梓區,高雄市楠梓區楠陽路100號,07-3520675,sfaa
x:高雄市:正義國小時段,正義國小(時段),療育-教育單位,高雄市,鳳山區,高雄市鳳山區南昌街55號,07-7714440,sfaa
x:高雄市:永安國小時段,永安國小(時段),療育-教育單位,高雄市,永安區,高雄市永安區永華路49號,07-6912011,sfaa
x:高雄市:河濱國小時段,河濱國小(時段),療育-教育單位,高雄市,三民區,高雄市三民區市中一路339號,07-2211408,sfaa
x:高雄市:溪洲國小日間,溪洲國小(日間),療育-教育單位,高雄市,旗山區,高雄市旗山區旗南二路126號,07-6661408,sfaa
x:高雄市:漢民國小時段,漢民國小(時段),療育-教育單位,高雄市,小港區,高雄市小港區漢民路500號,07-8036569,sfaa
x:高雄市:獅湖國小時段,獅湖國小(時段),療育-教育單位,高雄市,三民區,高雄市三民區鼎金後路495號,07-3424782,sfaa
x:高雄市:王公國小日間,王公國小(日間),療育-教育單位,高雄市,林園區,高雄市林園區王公二路100號,07-6420503,sfaa
x:高雄市:福康國小日間,福康國小(日間),療育-教育單位,高雄市,苓雅區,高雄市苓雅區漢陽街17號,07-7227134,sfaa
x:高雄市:福東國小時段,福東國小(時段),療育-教育單位,高雄市,苓雅區,高雄市苓雅區福德三路96號,07-7510048,sfaa
x:高雄市:福誠國小時段,福誠國小(時段),療育-教育單位,高雄市,鳳山區,高雄市鳳山區忠誠路145號,07-8120152,sfaa
x:高雄市:維新國小時段,維新國小(時段),療育-教育單位,高雄市,永安區,高雄市永安區維新路光明九巷69之10號,07-6913816,sfaa
x:高雄市:翁園國小日間,翁園國小(日間),療育-教育單位,高雄市,大寮區,高雄市大寮區翁園路79號,07-7811685,sfaa
x:高雄市:興糖國小時段,興糖國小(時段),療育-教育單位,高雄市,橋頭區,高雄市橋頭區興糖路19巷1 號,07-6113804,sfaa
x:高雄市:舊城國小日間時段,舊城國小(日間、時段),療育-教育單位,高雄市,左營區,高雄市左營區蓮潭路47號,07-5810010,sfaa
x:高雄市:苓洲國小時段,苓洲國小(時段),療育-教育單位,高雄市,苓雅區,高雄市苓雅區四維四路61號,07-3351804,sfaa
x:高雄市:莊敬國小日間,莊敬國小(日間),療育-教育單位,高雄市,三民區,高雄市三民區大昌一路200號,07-3813210,sfaa
x:高雄市:莒光國小日間,莒光國小(日間),療育-教育單位,高雄市,楠梓區,高雄市楠梓區後昌路842號,07-3612078,sfaa
x:高雄市:金潭國小時段,金潭國小(時段),療育-教育單位,高雄市,林園區,高雄市林園區中厝里金潭路40號,07-6412332,sfaa
x:高雄市:鎮北國小時段,鎮北國小(時段),療育-教育單位,高雄市,鳳山區,高雄市鳳山區鳳北路170號,07-7311709,sfaa
x:高雄市:青山國小時段,青山國小(時段),療育-教育單位,高雄市,小港區,高雄市小港區飛機路153號,07-8014543,sfaa
x:高雄市:鳳西國小日間時段,鳳西國小(日間、時段),療育-教育單位,高雄市,鳳山區,高雄市鳳山區光華東路100號,07-7199003,sfaa
x:高雄市:鼎金國小日間,鼎金國小(日間),療育-教育單位,高雄市,三民區,高雄市三民區鼎山街375號,07-3836330,sfaa
x:高雄市:鼓山國小時段,鼓山國小(時段),療育-教育單位,高雄市,鼓山區,高雄市鼓山區臨海二路50號,07-5217795,sfaa
x:高雄市:龍華國小日間時段,龍華國小(日間、時段),療育-教育單位,高雄市,鼓山區,高雄市鼓山區大順一路858號,07-5553086,sfaa
x:南投縣:唯聆語言心理聯合治療所,唯聆語言心理聯合治療所,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮敦和里仁愛街270號,0958-797012,sfaa
3538033218,安心復健科診所,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮中興路138號1~2樓,049-2333874,sfaa
x:南投縣:寶仁復健科診所,寶仁復健科診所,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮草溪路993號,049-2304666,sfaa
x:南投縣:微聲想想心理治療所,微聲想想心理治療所,療育-醫療單位,南投縣,埔里鎮,南投縣埔里鎮薰化里西康路52號,0912169868,sfaa
1538031114,惠和醫院,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮平等街140號,049-2321188,sfaa
1538041209,東華醫院,療育-醫療單位,南投縣,竹山鎮,南投縣竹山鎮集山路三段272巷16號,049-2658949,sfaa
x:南投縣:樂朋語言治療所,樂朋語言治療所,療育-醫療單位,南投縣,南投市,南投縣南投市大同南街49號一樓,049-2225555,sfaa
x:南投縣:生命樹心理諮商所,生命樹心理諮商所,療育-醫療單位,南投縣,南投市,南投縣南投市文化南路106號2樓,0958095995,sfaa
x:南投縣:生命樹職能治療所,生命樹職能治療所,療育-醫療單位,南投縣,南投市,南投縣南投市文化南路106號1樓,0958372049,sfaa
x:南投縣:群和診所,群和診所,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮新豐路728巷18號,049-2353197,sfaa
0138030010,衛生福利部草屯療養院,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮御史里玉屏路161號,049-2550800,sfaa
x:南投縣:語揚語言治療所,語揚語言治療所,療育-醫療單位,南投縣,魚池鄉,南投縣魚池鄉魚池村秀水巷20-12號,0919-736397,sfaa
x:南投縣:錫安診所,錫安診所,療育-醫療單位,南投縣,埔里鎮,南投縣埔里鎮北辰街119號,049-2999907,sfaa
x:南投縣:飛翔語言治療所,飛翔語言治療所,療育-醫療單位,南投縣,草屯鎮,南投縣草屯鎮太平路一段325號,049-2317979,sfaa
x:嘉義市:博愛診所時段,博愛診所(時段),療育-醫療單位,嘉義市,西區,嘉義市西區興業西路136號1樓,05-2866600,sfaa
x:嘉義市:小足跡心理治療所,小足跡心理治療所,療育-醫療單位,嘉義市,西區,嘉義市西區德安路31號,05-2330031,sfaa
x:嘉義市:慶昇醫院時段,慶昇醫院(時段),療育-醫療單位,嘉義市,東區,嘉義市東區新榮路339-1號,05-2229191,sfaa
x:嘉義市:欣明心理治療所,欣明心理治療所,療育-醫療單位,嘉義市,東區,嘉義市東區太平里安和街234號,05-2787282,sfaa
x:嘉義市:祥太醫院時段,祥太醫院(時段),療育-醫療單位,嘉義市,西區,嘉義市西區延平街490號,05-2230398,sfaa
x:嘉義市:福音聯合診所時段,福音聯合診所(時段),療育-醫療單位,嘉義市,東區,嘉義市東區吳鳳北路340號,05-2782036,sfaa
0622020017,臺中榮民總醫院嘉義分院(時段),療育-醫療單位,嘉義市,西區,嘉義市西區世賢路二段600號,05-2359630,sfaa
0922020013,陳仁德醫院(時段),療育-醫療單位,嘉義市,西區,嘉義市西區林森西路285號,05-2258279,sfaa
1522011115,陽明醫院(時段),療育-醫療單位,嘉義市,東區,嘉義市東區吳鳯北路252號,05-2284567,sfaa
x:嘉義縣:嘉義縣阿里山鄉衛生所附設物理治療所時段,嘉義縣阿里山鄉衛生所附設物理治療所(時段),療育-醫療單位,嘉義縣,阿里山鄉,嘉義縣阿里山鄉達邦村4鄰85號,無,sfaa
x:嘉義縣:大林樂齡居家物理治療所時段,大林樂齡居家物理治療所(時段),療育-醫療單位,嘉義縣,大林鎮,嘉義縣大林鎮明和里忠孝路569巷13弄73號,0973203526,sfaa
3540041855,安馨民雄診所,療育-醫療單位,嘉義縣,民雄鄉,嘉義縣民雄鄉民生路51、51-1號1-4樓,05-2269300,sfaa
0640140012,臺中榮民總醫院灣橋分院(時段),療育-醫療單位,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,05-2791072-3072,sfaa
0140010028,衛生福利部朴子醫院(時段),療育-醫療單位,嘉義縣,朴子市,嘉義縣朴子市永和里42-50號,05-3790600,sfaa
5940041837,語語之森語言治療所,療育-醫療單位,嘉義縣,民雄鄉,嘉義縣民雄鄉北斗村北勢子47-81號,05-2209662,sfaa
x:基隆市:仁祥診所時段,仁祥診所(時段),療育-醫療單位,基隆市,仁愛區,基隆市仁愛區忠一路20號,02-24232111分機3001,sfaa
3511041565,基隆康沛診所,療育-醫療單位,基隆市,仁愛區,基隆市仁愛區劉銘傳路1號7樓,02-24286020,sfaa
x:基隆市:心晴天心理治療所,心晴天心理治療所,療育-醫療單位,基隆市,中正區,基隆市中正區中正路12之5號2樓,(02)2421-1009,sfaa
x:基隆市:惠安復健科診所時段,惠安復健科診所(時段),療育-醫療單位,基隆市,七堵區,基隆市七堵區南興路10、12號,02-2456-9908,sfaa
x:基隆市:愛及德職能治療所時段,愛及德職能治療所(時段),療育-醫療單位,基隆市,仁愛區,基隆市仁愛區愛三路9號5樓之5,02-24281992,sfaa
x:基隆市:方見物理治療所,方見物理治療所,療育-醫療單位,基隆市,信義區,基隆市信義區仁一路17號2樓,0921224682,sfaa
x:基隆市:楊光復健診所時段,楊光復健診所(時段),療育-醫療單位,基隆市,仁愛區,基隆市仁愛區愛三路120號4樓,02-2429-2288轉18,sfaa
x:基隆市:正祥復健科診所時段,正祥復健科診所(時段),療育-醫療單位,基隆市,仁愛區,基隆市仁愛區忠一路20號3樓,02-24281850,sfaa
x:基隆市:語果語言治療所時段,語果語言治療所(時段),療育-醫療單位,基隆市,仁愛區,基隆市仁愛區仁二路95號8樓,0938097861,sfaa
1411030013,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,療育-醫療單位,基隆市,暖暖區,基隆市暖暖區源遠路29號,24579101分機229,sfaa
5911061478,長庚醫療財團法人基隆長庚紀念醫院情人湖院區(時段),療育-醫療單位,基隆市,安樂區,基隆市安樂區基金一路208巷200號,02-24313131轉2414,sfaa
3534022255,五餅二魚身心科診所,療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮林森路 154-1 號 1、2 樓,(03)9550705,sfaa
x:宜蘭縣:和悅語言治療所時段,和悅語言治療所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市女中路3段66號4樓,03-9351958,sfaa
x:宜蘭縣:國立陽明大學附設醫院時段,國立陽明大學附設醫院(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市新民路152號,03-9325192,sfaa
x:宜蘭縣:宜昇復健科診所時段,宜昇復健科診所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市中山路二段307號,03-9323000,sfaa
x:宜蘭縣:宜林大診所時段,宜林大診所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市中山路五段210號,03-9280535,sfaa
4034010017,宜蘭普門醫療財團法人普門醫院普門診所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市神農路一段87號,03-9327777,sfaa
x:宜蘭縣:康達物理治療所時段,康達物理治療所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮公正路200號,03-9572808,sfaa
x:宜蘭縣:得言語言治療所時段,得言語言治療所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮樹人路13號1樓,03-9551017,sfaa
x:宜蘭縣:想享職能治療所時段,想享職能治療所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮東安里東宜三路58號,03-9560618,sfaa
x:宜蘭縣:晴天語言治療所時段,晴天語言治療所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮純精路二段132號,03-9577879,sfaa
x:宜蘭縣:桃樂比語言治療所時段,桃樂比語言治療所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市女中路二段395號,0911772890,sfaa
x:宜蘭縣:潘麗雲語言治療所時段,潘麗雲語言治療所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市宜興路1段75號2樓,03-9354609,sfaa
x:宜蘭縣:王意中心理治療所時段,王意中心理治療所(時段),療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市女中路三段102號2樓,03-9328985,sfaa
x:宜蘭縣:簡世霖復健科診所時段,簡世霖復健科診所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮倉前路77-7號,03-9566619,sfaa
x:宜蘭縣:聊癒心理諮商所,聊癒心理諮商所,療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮康莊路 42 號,線上預約,sfaa
x:宜蘭縣:賦優聯合醫事機構職能治療所,賦優聯合醫事機構職能治療所,療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市宜中路 131 號,(03)9329966,sfaa
x:宜蘭縣:陳思衡復健科診所時段,陳思衡復健科診所(時段),療育-醫療單位,宜蘭縣,羅東鎮,宜蘭縣羅東鎮中正南路137號,03-9549338,sfaa
x:宜蘭縣:雨後心理治療所,雨後心理治療所,療育-醫療單位,宜蘭縣,五結鄉,宜蘭縣五結鄉台興路96 號 1 樓,(03)9657998,sfaa
x:宜蘭縣:青米職能治療所,青米職能治療所,療育-醫療單位,宜蘭縣,宜蘭市,宜蘭縣宜蘭市舊城東路 35 之 4 號,0975641468,sfaa
x:屏東縣:予泰心理暨職能聯合治療所,予泰心理暨職能聯合治療所,療育-醫療單位,屏東縣,屏東市,屏東縣屏東市中正路177號2樓,08-7666180,sfaa
1543010109,國仁醫院(時段),療育-醫療單位,屏東縣,屏東市,屏東縣屏東市民生東路12-2號,08-7223000,sfaa
x:屏東縣:安泰醫院潮州安泰醫院時段,安泰醫院社團法人潮州安泰醫院(時段),療育-醫療單位,屏東縣,潮州鎮,屏東縣潮州鎮四維路162號,08-7800888,sfaa
5942211122,宥心物理治療所(時段),療育-醫療單位,屏東縣,潮州鎮,屏東縣潮州鎮太平路85號1樓,0989-532608,sfaa
x:屏東縣:康福職能治療所時段,康福職能治療所(時段),療育-醫療單位,屏東縣,屏東市,屏東縣屏東市豐榮里金山巷15號,0976103678,sfaa
x:屏東縣:思維羅語言治療所時段,思維羅語言治療所(時段),療育-醫療單位,屏東縣,屏東市,屏東縣屏東市瑞光路二段350號,預約Line ID：@796ddyli,sfaa
x:屏東縣:悅恩語言治療所時段,悅恩語言治療所(時段),療育-醫療單位,屏東縣,屏東市,屏東縣屏東市豐榮里公園東路82-3號,08-7220360、0933461240,sfaa
x:屏東縣:晨心診所時段,晨心診所(時段),療育-醫療單位,屏東縣,瑪家鄉,屏東縣瑪家鄉風景1之3號,08-7991787,sfaa
0943160012,枋寮醫療社團法人枋寮醫院(時段),療育-醫療單位,屏東縣,枋寮鄉,屏東縣枋寮鄉中山路139號,08-8789991~5,sfaa
x:屏東縣:牧陽心理治療所時段,牧陽心理治療所(時段),療育-醫療單位,屏東縣,屏東市,屏東縣屏東市中山路277號,087328695,sfaa
x:屏東縣:露家心理治療所,露家心理治療所,療育-醫療單位,屏東縣,恆春鎮,屏東縣恆春鎮恆南路2巷86弄61號1樓,0971-703552,sfaa
x:屏東縣:高雄榮民總醫院屏東分院,高雄榮民總醫院屏東分院,療育-醫療單位,屏東縣,內埔鄉,屏東縣內埔鄉昭勝路安平1巷1號,08-7704115轉216,sfaa
x:彰化縣:三和語言治療所附設聽力部門時段,三和語言治療所附設聽力部門(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市大埔路641號,04-7112591,sfaa
x:彰化縣:吳祥富內科復健科診所健保特約,吳祥富內科復健科診所(健保特約),療育-醫療單位,彰化縣,和美鎮,彰化縣和美鎮彰美路五段217、219號,04-7563430,sfaa
x:彰化縣:和煦物理治療所時段,和煦物理治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市南興里員林大道六段415號2樓,0954-078288,sfaa
x:彰化縣:和煦職能治療所時段,和煦職能治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市南興里員林大道六段415號2樓,0954-078288,sfaa
x:彰化縣:和煦語言治療所時段,和煦語言治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市南興里員林大道六段415號2樓,0954089288、 0909-170792,sfaa
1537150512,員林郭醫院-大村分院(健保特約、時段),療育-醫療單位,彰化縣,大村鄉,彰化縣大村鄉田洋橫巷2之9號,04-8539666,sfaa
0937050014,員榮醫院(健保特約),療育-醫療單位,彰化縣,員林市,彰化縣員林市中正路201號,04-8326161轉2006語言、2005職能、2003物理,sfaa
x:彰化縣:員榮醫院員生院區健保特約時段,員榮醫院員生院區(健保特約)(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市莒光路359號,04-8339595轉3211,sfaa
x:彰化縣:國錠物理治療所時段,國錠物理治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市惠來里惠明街146號,04-8391611,sfaa
x:彰化縣:安晴心理治療所時段,安晴心理治療所(時段),療育-醫療單位,彰化縣,鹿港鎮,彰化縣鹿港鎮自由路301號,0963-682903,sfaa
x:彰化縣:宏仁醫院健保特約,宏仁醫院(健保特約),療育-醫療單位,彰化縣,員林市,彰化縣員林市惠來里(街)89號,04-8375878轉1190,sfaa
x:彰化縣:寶貝語言治療所時段,寶貝語言治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市彰美路一段132巷83號一樓,04-7230285,sfaa
x:彰化縣:專注力職能治療所時段,專注力職能治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市大竹里長順街43巷22號,04-7201590,sfaa
1537051318,常春醫院(健保特約),療育-醫療單位,彰化縣,員林市,彰化縣員林市員集路二段501號,04-8376689,sfaa
5931102596,康合復健科診所(健保特約),療育-醫療單位,彰化縣,鹿港鎮,彰化縣鹿港鎮民族路36號,04-7747198,sfaa
x:彰化縣:張天長診所健保特約,張天長診所(健保特約),療育-醫療單位,彰化縣,員林市,彰化縣員林市員水路二段482號,04-8324479,sfaa
3537013981,彰廷復健科診所(健保特約),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市中正路一段100號1樓,04-7113419,sfaa
5931052251,晴天復健科診所(健保特約),療育-醫療單位,彰化縣,伸港鄉,彰化縣伸港鄉中正路18號1樓及中正路20巷6、8號,04-7998298,sfaa
x:彰化縣:杏宇語言治療所時段,杏宇語言治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市中山路二段121號1樓,04-8390709,sfaa
x:彰化縣:杏晨職能治療所時段,杏晨職能治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市中央路184號16樓之8,04-7516717,sfaa
x:彰化縣:杏晨語言治療所時段,杏晨語言治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市中央路184號16樓之8,04-7516717,sfaa
x:彰化縣:樂說語言治療所時段,樂說語言治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市長順街43巷22號,04-7201590,sfaa
x:彰化縣:歐樂聯合治療所時段,歐樂聯合治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市延平里大埔路682巷1號,0918-960660,sfaa
x:彰化縣:民和診所健保特約,民和診所(健保特約),療育-醫療單位,彰化縣,和美鎮,彰化縣和美鎮仁安路206號,04-7552995,sfaa
x:彰化縣:真宸心理治療所時段,真宸心理治療所(時段),療育-醫療單位,彰化縣,彰化市,彰化縣彰化市金馬路三段135號,0909-506501,sfaa
x:彰化縣:育安聯合診所健保特約,育安聯合診所(健保特約),療育-醫療單位,彰化縣,二林鎮,彰化縣二林鎮斗苑路四段702號,04-8953358,sfaa
x:彰化縣:蔓言語言治療所時段,蔓言語言治療所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市雙平路19號,04-7010500,sfaa
0937030012,道周醫院(健保特約),療育-醫療單位,彰化縣,和美鎮,彰化縣和美鎮和光路180號、和善路118號,04-7566995分機210,sfaa
x:彰化縣:郁順復健科診所健保特約時段,郁順復健科診所(健保特約、時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市靜修東路36號,04-8333567,sfaa
x:彰化縣:陳偉仁診所健保特約,陳偉仁診所(健保特約),療育-醫療單位,彰化縣,溪湖鎮,彰化縣溪湖鎮員鹿路三段69號及71號,04-8820399,sfaa
x:彰化縣:頌恩員林聽力所時段,頌恩員林聽力所(時段),療育-醫療單位,彰化縣,員林市,彰化縣員林市莒光路342號,04-8336420,sfaa
x:新北市:三重活力復健診所,(三重)活力復健診所,療育-醫療單位,新北市,三重區,新北市三重區中正北路170號1樓,02-2986-1066,sfaa
x:新北市:板橋原力復健科診所,(板橋)原力復健科診所,療育-醫療單位,新北市,板橋區,新北市板橋區文化路2段372號,02-2253-9898,sfaa
1531021165,三重中興醫院,療育-醫療單位,新北市,三重區,新北市三重區中興北街21號,02-2995-9680,sfaa
x:新北市:三重匯通語言治療所,三重匯通語言治療所,療育-醫療單位,新北市,三重區,新北市三重區大智街94-1號2樓,0910-998-925、0911-563-325,sfaa
x:新北市:三重說說語言治療所,三重說說語言治療所,療育-醫療單位,新北市,三重區,新北市三重區三和路三段151巷14號1樓,0978-377-320,sfaa
3531067118,世博診所,療育-醫療單位,新北市,新莊區,新北市新莊區新泰路134號1樓,(02)8993-1518,sfaa
3531031869,世芳復健科診所,療育-醫療單位,新北市,永和區,新北市永和區中正路117號,02-2940-4635,sfaa
3531046217,中和國泰診所(時段),療育-醫療單位,新北市,中和區,新北市中和區景新街389號1～3樓,02-29449797,sfaa
1531040259,中祥醫院,療育-醫療單位,新北市,中和區,新北市中和區中山路二段359巷2號1至2樓、4號2樓、6號2樓,(02)2240-5055轉555,sfaa
0931010025,中英醫療社團法人板英醫院(時段),療育-醫療單位,新北市,板橋區,新北市板橋區文化路1段269號,02-8251-3923 分機218、219,sfaa
x:新北市:五守心理治療所,五守心理治療所,療育-醫療單位,新北市,新莊區,新北市新莊區中港路五守新村35巷2號3樓,0905-344-459,sfaa
x:新北市:亮點物理治療所,亮點物理治療所,療育-醫療單位,新北市,板橋區,新北市板橋區四川路2段239號1樓,(02)8967-8936,sfaa
x:新北市:亮點職能治療所,亮點職能治療所,療育-醫療單位,新北市,板橋區,新北市板橋區四川路2段241號1樓,(02)8966-3047,sfaa
3531045363,佳南診所,療育-醫療單位,新北市,中和區,新北市中和區景新街431號1樓,02-2940-8358,sfaa
5931081681,佳禾復健科診所,療育-醫療單位,新北市,新店區,新北市新店區建國路250號1樓,02-8219-1110,sfaa
x:新北市:佳醫診所時段,佳醫診所(時段),療育-醫療單位,新北市,板橋區,新北市板橋區忠孝路88號,02-2956-2780,sfaa
3531151839,倍康復健科診所,療育-醫療單位,新北市,五股區,新北市五股區成泰路2段140.144號1樓,(02)2291-6980#18,sfaa
3531019112,健心復健科診所,療育-醫療單位,新北市,板橋區,新北市板橋區重慶路201號,(02)8961-2888,sfaa
3531171322,健雄診所,療育-醫療單位,新北市,林口區,新北市林口區中山路194號,(02)2603-0322,sfaa
1531131139,元復醫院,療育-醫療單位,新北市,土城區,新北市土城區中央路二段320號,(02)2266-1886,sfaa
x:新北市:兆耀物理治療所,兆耀物理治療所,療育-醫療單位,新北市,泰山區,新北市泰山區信華五街155號1樓,0932-674-372,sfaa
x:新北市:光晴復健科診所,光晴復健科診所,療育-醫療單位,新北市,永和區,新北市永和區得和路110號,02-2945-9630,sfaa
3531067449,全威復健科診所,療育-醫療單位,新北市,新莊區,新北市新莊區復興路二段164號1、2樓及166號1、2樓,(02)8992-8888,sfaa
1531021183,全民醫院,療育-醫療單位,新北市,三重區,新北市三重區三和路4段103-2號,(02)7728-9740#500,sfaa
3531054273,冠新復健科診所,療育-醫療單位,新北市,新店區,新北市新店區北新路3段112號,(02)8911-6877,sfaa
x:新北市:卓新復健科診所時段,卓新復健科診所(時段),療育-醫療單位,新北市,新莊區,新北市新莊區中正路160號1樓,(02)2276-1171,sfaa
3531046119,南方復健科診所,療育-醫療單位,新北市,中和區,新北市中和區和平街7號,(02)2949-2061,sfaa
353101A057,南雅復健科診所,療育-醫療單位,新北市,板橋區,新北市板橋區南雅南路1段3號,(02)8968-1266,sfaa
x:新北市:博淘語言治療所,博淘語言治療所,療育-醫療單位,新北市,新莊區,新北市新莊區建中街58號1樓,(02)2277-5588,sfaa
x:新北市:博群復健診所,博群復健診所,療育-醫療單位,新北市,永和區,新北市永和區中正路372號1樓,02-3233-2669,sfaa
3531065472,原華診所,療育-醫療單位,新北市,新莊區,新北市新莊區新泰路128號,02-2277-2087分機15(語言)分機17(職能),sfaa
x:新北市:友方職能治療所,友方職能治療所,療育-醫療單位,新北市,板橋區,新北市板橋區龍泉街108巷 26號1樓,02-8258-5889,sfaa
x:新北市:古得心理治療所,古得心理治療所,療育-醫療單位,新北市,永和區,新北市永和區水源街45巷10號1樓,0979-687-731,sfaa
3531018099,和謙診所,療育-醫療單位,新北市,板橋區,新北市板橋區民權路214號1樓,02-2968-0090,sfaa
x:新北市:嘉誼心理治療所,嘉誼心理治療所,療育-醫療單位,新北市,三峽區,新北市三峽區復興路59號2樓,0962-035-930,sfaa
0431270012,國立臺灣大學醫學院附設醫院金山分院(時段),療育-醫療單位,新北市,金山區,新北市金山區五湖里11鄰玉爐路7號,02-2498-9898 分機1201,sfaa
x:新北市:土城好的職能治療所,土城好的職能治療所,療育-醫療單位,新北市,土城區,新北市土城區員林街63號1樓,(02)8261-6363,sfaa
3531133984,土城康澤復建科診所,療育-醫療單位,新北市,土城區,新北市土城區中央路二段304號,(02)7728-7912,sfaa
x:新北市:城堡職能治療所,城堡職能治療所,療育-醫療單位,新北市,三重區,新北市三重區長壽街182號1樓,0961-301-386,sfaa
x:新北市:城星語言治療所,城星語言治療所,療育-醫療單位,新北市,土城區,新北市土城區清水路31號1樓,(02)8273-3390,sfaa
x:新北市:夢屋心理治療所,夢屋心理治療所,療育-醫療單位,新北市,三峽區,新北市三峽區大義路19號,0922-999-491,sfaa
x:新北市:夢飛揚物理治療所,夢飛揚物理治療所,療育-醫療單位,新北市,林口區,新北市林口區文化三路二段115巷60號1樓,(02)2600-0080,sfaa
x:新北市:大和復健科診所,大和復健科診所,療育-醫療單位,新北市,新莊區,新北市新莊區西盛街427號,02-8201-4260,sfaa
3531072379,大樹診所,療育-醫療單位,新北市,樹林區,新北市樹林區鎮前街19號,02-2681-8919,sfaa
3531026902,大重仁復健科診所,療育-醫療單位,新北市,三重區,新北市三重區重新路五段592號1樓,(02)2995-8283＃31,sfaa
3531144030,天佑復健診所,療育-醫療單位,新北市,蘆洲區,新北市蘆洲區長樂路82號及86號1樓,02-2288-8000,sfaa
x:新北市:好安心心理治療所,好安心心理治療所,療育-醫療單位,新北市,新莊區,新北市新莊區中平路377巷43號,(02)8521-9843,sfaa
x:新北市:好安心蘆洲心理諮商所,好安心蘆洲心理諮商所,療育-醫療單位,新北市,三重區,新北市三重區集仁街158號,(02)2855-9478,sfaa
x:新北市:好日子心理治療所,好日子心理治療所,療育-醫療單位,新北市,三重區,新北市三重區正義北路227號2樓,0978-150-785,sfaa
